id_aluno,idade_aluno,fase,turma,ponto_de_virada,pedra,ian,ida,ieg,iaa,ips,ipp,ipv,inde,ano
pm-851,9,0,H,Não,Ametista,5.0,9.0,10.0,9.5,7.5,2.5,7.0,7.65,2020-01-01
pm-855,13,2,L,Não,Ametista,5.0,8.0,7.6,9.0,7.5,7.08,6.89,7.36,2020-01-01
pm-858,10,1,A,Sim,Topázio,5.0,9.5,9.7,9.0,6.88,8.12,9.25,8.59,2020-01-01
pm-860,14,3,C,Sim,Ametista,5.0,8.67,10.0,8.33,7.5,8.54,8.89,8.45,2020-01-01
pm-861,14,3,J,Não,Ametista,5.0,8.67,8.8,9.58,7.5,8.12,7.83,8.08,2020-01-01
pm-862,10,1,J,Não,Ametista,5.0,10.0,9.5,9.5,6.88,7.08,8.0,8.35,2020-01-01
pm-866,8,1,A,Não,Topázio,10.0,9.0,9.7,9.0,7.5,7.19,7.25,8.56,2020-01-01
pm-872,12,2,N,Não,Ágata,5.0,6.0,8.1,9.0,4.38,7.5,7.94,7.0,2020-01-01
pm-873,11,1,K,Não,Ametista,5.0,7.5,8.6,9.0,7.5,6.25,7.56,7.51,2020-01-01
pm-874,14,4,L,Não,Ametista,10.0,6.33,8.0,8.75,5.0,8.54,8.06,7.71,2020-01-01
pm-877,12,2,M,Não,Ametista,5.0,7.5,8.3,8.0,7.5,7.5,7.92,7.54,2020-01-01
pm-880,14,2,F,Não,Quartzo,5.0,0.5,5.8,7.42,5.0,6.88,5.61,4.81,2020-01-01
pm-886,7,0,C,Não,Topázio,10.0,8.5,10.0,10.0,7.5,7.5,7.58,8.72,2020-01-01
pm-888,8,1,K,Não,Ágata,10.0,0.0,7.9,8.5,7.5,7.92,8.11,6.59,2020-01-01
pm-889,12,2,D,Não,Ametista,5.0,7.0,8.7,9.0,7.5,8.44,7.5,7.63,2020-01-01
pm-890,12,2,R,Não,Ágata,5.0,5.5,7.9,9.0,6.88,6.67,7.17,6.87,2020-01-01
pm-892,11,1,E,Não,Ametista,5.0,6.5,9.4,9.5,7.5,7.29,7.94,7.7,2020-01-01
pm-894,14,5,A,Não,Topázio,10.0,8.0,9.4,10.0,8.12,8.96,8.06,8.8,2020-01-01
pm-898,13,2,M,Não,Ágata,5.0,7.5,7.9,6.92,4.38,8.12,7.92,7.11,2020-01-01
pm-899,10,1,D,Não,Ametista,5.0,7.5,9.5,8.0,7.5,8.12,7.75,7.81,2020-01-01
pm-902,8,0,A,Não,Ametista,10.0,8.0,10.0,9.0,7.5,2.5,6.08,7.72,2020-01-01
pm-903,8,1,M,Não,Topázio,10.0,10.0,9.2,9.0,7.5,8.12,7.92,8.89,2020-01-01
pm-904,13,3,A,Não,Ametista,10.0,7.0,8.5,9.58,7.5,7.97,6.67,7.94,2020-01-01
pm-906,16,4,A,Sim,Topázio,5.0,7.67,10.0,10.0,10.0,9.17,9.89,8.93,2020-01-01
pm-907,9,1,C,Não,Ametista,10.0,7.0,8.8,9.5,7.5,7.92,7.33,8.12,2020-01-01
pm-908,13,2,B,Não,Ágata,5.0,7.5,7.7,7.42,6.88,6.88,7.5,7.16,2020-01-01
pm-909,12,2,H,Não,Ágata,5.0,2.0,6.3,9.5,7.5,7.81,8.0,6.24,2020-01-01
pm-910,16,5,G,Não,Quartzo,5.0,1.33,0.8,9.58,3.12,7.81,6.75,4.33,2020-01-01
pm-911,15,3,A,Não,Ágata,5.0,7.67,8.1,5.83,3.75,7.19,6.33,6.6,2020-01-01
pm-912,15,4,A,Não,Quartzo,5.0,2.67,1.0,9.17,7.5,8.12,5.17,4.75,2020-01-01
pm-916,13,3,L,Sim,Topázio,10.0,7.0,8.7,7.92,7.5,8.59,9.83,8.51,2020-01-01
pm-917,18,8,A,,Ametista,10.0,8.9,10.0,8.33,7.5,0.0,0.0,8.89,2020-01-01
pm-919,15,5,A,Não,Ágata,10.0,5.33,6.0,8.75,7.5,7.5,7.44,7.13,2020-01-01
pm-920,15,4,F,Sim,Ametista,5.0,7.0,9.4,7.08,4.38,7.97,9.33,7.59,2020-01-01
pm-922,10,2,H,Sim,Ametista,10.0,4.5,8.7,8.5,4.38,5.94,8.83,7.29,2020-01-01
pm-923,8,0,E,Não,Ametista,10.0,9.0,10.0,9.0,5.0,2.5,4.75,7.4,2020-01-01
pm-926,12,2,G,Não,Ametista,5.0,8.5,9.5,9.5,5.0,6.88,7.06,7.65,2020-01-01
pm-927,9,1,K,Não,Topázio,10.0,10.0,8.0,8.5,7.5,7.71,7.83,8.54,2020-01-01
pm-928,17,7,A,Sim,Ametista,10.0,6.83,8.1,8.75,7.5,8.44,9.21,8.3,2020-01-01
pm-929,14,4,F,Não,Quartzo,10.0,0.0,0.0,8.75,7.5,7.66,5.37,4.47,2020-01-01
pm-930,15,4,A,Sim,Ametista,5.0,8.0,9.1,9.58,9.38,8.12,8.72,8.37,2020-01-01
pm-931,9,0,F,Não,Ametista,5.0,9.5,10.0,9.0,7.5,7.81,7.0,8.23,2020-01-01
pm-932,12,2,D,Não,Ametista,5.0,7.5,9.1,8.0,6.25,7.81,7.5,7.53,2020-01-01
pm-935,8,0,G,Não,Topázio,10.0,9.0,10.0,10.0,10.0,7.81,7.42,9.06,2020-01-01
pm-937,10,1,H,Não,Ametista,5.0,10.0,9.4,9.5,7.5,7.92,7.78,8.43,2020-01-01
pm-938,13,3,F,Não,Ametista,10.0,9.0,9.4,9.58,4.38,7.08,8.0,8.38,2020-01-01
pm-940,9,0,D,Não,Ametista,5.0,7.25,10.0,9.5,6.25,6.88,7.67,7.75,2020-01-01
pm-942,12,3,F,Não,Ametista,10.0,6.33,8.5,9.17,5.0,7.08,6.22,7.34,2020-01-01
pm-943,9,1,A,Não,Ametista,10.0,6.25,8.8,8.5,7.5,7.81,7.75,7.94,2020-01-01
pm-944,14,3,H,Não,Quartzo,5.0,4.33,2.6,9.58,6.88,8.33,5.72,5.51,2020-01-01
pm-948,13,2,C,Não,Ametista,5.0,6.0,8.9,8.5,7.5,7.92,7.44,7.36,2020-01-01
pm-950,17,7,A,Sim,Ametista,10.0,4.83,9.6,9.17,7.5,7.5,9.29,8.16,2020-01-01
pm-951,16,5,B,Não,Ágata,5.0,6.0,8.8,7.92,7.5,7.08,6.83,7.08,2020-01-01
pm-953,18,8,A,,Ametista,10.0,7.4,10.0,9.58,7.5,0.0,0.0,8.42,2020-01-01
pm-957,10,1,N,Não,Ametista,5.0,7.5,9.2,7.42,7.5,7.29,8.06,7.67,2020-01-01
pm-958,15,3,J,Sim,Ametista,5.0,8.0,9.5,9.17,8.12,8.75,9.11,8.43,2020-01-01
pm-961,9,1,N,Não,Topázio,10.0,10.0,9.4,9.5,4.38,7.92,8.0,8.66,2020-01-01
pm-962,13,3,F,Não,Quartzo,10.0,1.33,6.4,9.17,4.38,6.67,4.67,5.5,2020-01-01
pm-964,11,1,F,Não,Ametista,5.0,9.0,8.1,9.5,7.5,8.12,8.0,8.03,2020-01-01
pm-965,12,2,P,Não,Ágata,5.0,3.5,9.0,9.0,6.88,8.75,8.06,7.07,2020-01-01
pm-968,16,3,J,Não,Quartzo,2.5,3.67,7.3,5.83,6.25,7.29,6.0,5.58,2020-01-01
pm-970,13,2,M,Não,Ágata,5.0,7.0,6.9,9.5,7.5,6.88,7.58,7.18,2020-01-01
pm-973,9,1,N,Não,Ametista,10.0,10.0,6.2,9.5,7.5,6.88,7.44,8.12,2020-01-01
pm-983,10,2,N,Não,Ametista,10.0,5.5,9.9,9.0,3.75,8.12,8.11,7.79,2020-01-01
pm-984,10,1,H,Não,Quartzo,5.0,0.0,4.3,9.5,7.5,7.29,7.61,5.31,2020-01-01
pm-986,14,4,F,Não,Ágata,10.0,6.33,4.2,9.17,7.5,8.44,6.92,7.0,2020-01-01
pm-989,12,2,P,Não,Ametista,5.0,7.0,9.6,9.5,7.5,8.33,7.67,7.89,2020-01-01
pm-991,10,2,N,Não,Ágata,10.0,2.5,7.9,9.0,6.25,7.5,7.22,6.8,2020-01-01
pm-992,9,0,F,Não,Ametista,5.0,9.5,5.6,9.0,7.5,7.5,7.0,7.32,2020-01-01
pm-993,14,5,F,Não,Ametista,10.0,6.0,8.3,7.08,4.38,8.28,8.46,7.53,2020-01-01
pm-994,11,2,F,Não,Topázio,10.0,9.0,9.4,9.5,6.88,7.71,7.94,8.68,2020-01-01
pm-996,10,2,G,Não,Ametista,10.0,6.0,7.3,9.0,7.5,7.71,8.28,7.74,2020-01-01
pm-997,9,1,A,Não,Topázio,10.0,9.0,9.6,9.0,10.0,8.12,7.75,8.98,2020-01-01
pm-999,12,3,G,Não,Ágata,10.0,7.33,5.8,8.33,3.12,6.88,7.72,7.0,2020-01-01
pm-1002,14,3,J,Não,Ametista,5.0,8.33,9.4,9.17,7.5,8.12,7.94,8.11,2020-01-01
pm-1003,14,3,C,Não,Ametista,5.0,8.0,6.8,9.58,7.5,8.75,7.78,7.6,2020-01-01
pm-1004,8,0,H,Não,Ametista,10.0,9.0,10.0,9.0,6.25,2.5,5.5,7.68,2020-01-01
pm-1006,10,1,H,Não,Ametista,5.0,7.5,9.4,9.0,7.5,7.92,7.44,7.81,2020-01-01
pm-1007,11,2,P,Não,Ametista,10.0,4.0,8.3,9.5,7.5,8.33,7.67,7.53,2020-01-01
pm-1010,9,1,B,Não,Topázio,10.0,10.0,9.9,9.0,5.0,7.19,7.42,8.58,2020-01-01
pm-1012,8,1,M,Não,Topázio,10.0,10.0,9.1,8.0,7.5,8.12,7.92,8.77,2020-01-01
pm-1014,10,1,N,Não,Ágata,5.0,5.0,8.6,8.0,7.5,7.5,7.22,6.96,2020-01-01
pm-1015,12,3,R,Sim,Ametista,10.0,6.67,7.2,9.17,7.5,8.12,9.0,8.05,2020-01-01
pm-1016,12,2,E,Não,Ametista,5.0,6.0,9.6,8.5,7.5,7.92,7.11,7.43,2020-01-01
pm-1017,11,2,J,Não,Ametista,10.0,8.5,8.8,9.0,7.5,7.08,8.28,8.47,2020-01-01
pm-1018,17,5,L,Não,Quartzo,5.0,0.0,4.9,8.33,7.5,8.54,5.39,5.0,2020-01-01
pm-1019,17,5,A,Não,Ágata,5.0,4.33,6.5,6.25,7.5,8.33,6.89,6.25,2020-01-01
pm-1020,18,8,A,,Quartzo,10.0,7.5,0.0,8.75,6.88,0.0,0.0,6.25,2020-01-01
pm-1021,12,2,M,Não,Ágata,5.0,4.5,7.8,9.0,6.88,7.19,7.58,6.78,2020-01-01
pm-1022,8,0,F,Não,Topázio,10.0,9.0,9.9,10.0,7.5,7.5,7.5,8.78,2020-01-01
pm-1024,17,5,L,Não,Quartzo,5.0,0.0,2.2,7.5,3.12,7.71,4.94,3.76,2020-01-01
pm-1027,15,5,G,Sim,Ametista,10.0,6.33,9.0,8.75,4.38,8.91,9.0,8.07,2020-01-01
pm-1028,12,2,C,Não,Ametista,5.0,7.5,9.1,9.5,7.5,7.92,7.11,7.73,2020-01-01
pm-1029,10,1,D,Sim,Ametista,5.0,9.0,8.7,9.5,7.5,8.12,9.0,8.35,2020-01-01
pm-1031,8,0,B,Sim,Topázio,10.0,10.0,10.0,9.0,7.5,7.5,8.83,9.17,2020-01-01
pm-1034,11,2,N,Não,Ametista,10.0,5.5,8.5,8.0,7.5,8.12,7.94,7.75,2020-01-01
pm-1035,10,1,C,Não,Ametista,5.0,10.0,9.4,9.5,7.5,7.5,7.17,8.26,2020-01-01
pm-1036,12,1,E,Não,Quartzo,5.0,0.0,3.3,8.42,6.88,6.46,6.83,4.7,2020-01-01
pm-1041,12,3,M,Não,Ametista,10.0,8.67,5.4,8.75,7.5,7.97,7.79,7.79,2020-01-01
pm-1046,14,3,R,Sim,Ametista,5.0,7.67,9.3,7.5,7.5,8.33,8.83,7.99,2020-01-01
pm-1047,13,4,L,Não,Quartzo,10.0,0.0,2.1,7.5,7.5,7.92,5.61,4.83,2020-01-01
pm-1051,12,3,F,Não,Ágata,10.0,3.67,2.8,9.17,7.5,7.5,7.72,6.25,2020-01-01
pm-1056,16,3,L,Não,Quartzo,2.5,2.67,3.7,7.5,4.38,6.09,5.08,4.34,2020-01-01
pm-1061,12,2,C,Não,Ametista,5.0,9.0,8.5,9.5,6.88,7.92,7.56,7.94,2020-01-01
pm-1067,9,0,D,Não,Ametista,5.0,9.5,10.0,8.5,7.5,8.12,7.5,8.31,2020-01-01
pm-1070,10,0,E,Não,Ametista,5.0,9.5,10.0,8.5,7.5,5.0,5.67,7.63,2020-01-01
pm-1072,12,3,C,Não,Ametista,10.0,7.33,8.3,8.75,7.5,8.75,7.83,8.19,2020-01-01
pm-1075,14,4,A,Não,Topázio,10.0,6.67,9.8,9.17,10.0,8.75,8.56,8.8,2020-01-01
pm-1077,8,0,C,Não,Ametista,10.0,7.5,10.0,9.5,7.5,6.88,6.83,8.25,2020-01-01
pm-1078,11,1,J,Não,Ametista,5.0,10.0,8.0,7.42,6.88,7.08,7.83,7.8,2020-01-01
pm-1079,10,1,J,Não,Ágata,5.0,4.25,6.7,9.0,7.5,7.29,7.67,6.6,2020-01-01
pm-1081,16,5,G,Não,Quartzo,5.0,4.0,6.7,8.33,3.12,6.09,4.29,5.25,2020-01-01
pm-1084,8,0,D,Não,Ametista,10.0,9.0,10.0,9.0,4.38,6.88,7.42,8.31,2020-01-01
pm-1085,14,3,M,Não,Ágata,5.0,3.33,5.5,9.17,7.5,7.97,7.38,6.21,2020-01-01
pm-1087,11,2,L,Não,Ametista,10.0,6.0,8.6,7.5,7.5,7.71,7.22,7.64,2020-01-01
pm-1088,17,5,L,Não,Ágata,5.0,2.67,4.8,8.75,7.5,8.54,8.22,6.12,2020-01-01
pm-1089,10,0,B,Sim,Topázio,5.0,8.5,10.0,9.5,7.5,10.0,10.0,8.9,2020-01-01
pm-1090,10,1,N,Não,Ágata,5.0,8.0,4.6,7.0,7.5,7.08,7.17,6.61,2020-01-01
pm-1092,16,6,A,Não,Quartzo,10.0,2.0,4.9,0.0,7.5,7.97,6.92,5.31,2020-01-01
pm-1093,16,5,B,Não,Ametista,5.0,5.33,9.1,9.17,7.5,8.33,7.06,7.3,2020-01-01
pm-1094,13,2,D,Não,Ametista,5.0,8.5,9.3,9.0,7.5,7.81,7.75,8.04,2020-01-01
pm-1095,7,0,B,Não,Topázio,10.0,10.0,10.0,10.0,7.5,7.5,8.08,9.12,2020-01-01
pm-1097,12,3,B,Não,Ametista,10.0,6.67,7.4,9.58,7.5,7.97,7.5,7.82,2020-01-01
pm-1100,15,8,A,,Topázio,10.0,8.9,10.0,9.17,7.5,0.0,0.0,8.98,2020-01-01
pm-1103,13,2,H,Não,Ágata,5.0,3.5,8.9,7.92,4.38,4.69,8.58,6.39,2020-01-01
pm-1105,11,1,D,Não,Ametista,5.0,7.5,9.4,7.5,7.5,7.19,7.75,7.65,2020-01-01
pm-1106,10,0,E,Sim,Ametista,5.0,9.5,9.9,9.0,4.38,2.5,8.83,7.73,2020-01-01
pm-1110,10,1,A,Não,Ametista,5.0,8.5,7.7,9.5,7.5,8.12,8.0,7.85,2020-01-01
pm-1112,16,6,B,Não,Ágata,10.0,4.5,5.8,7.92,6.25,7.5,7.92,6.81,2020-01-01
pm-1119,8,1,A,Não,Topázio,10.0,9.0,8.8,10.0,7.5,7.81,7.25,8.54,2020-01-01
pm-1123,15,3,J,Sim,Ametista,5.0,8.33,8.7,8.33,6.88,9.17,9.61,8.27,2020-01-01
pm-1127,12,2,B,Sim,Ametista,5.0,6.5,8.2,8.0,7.5,5.0,9.33,7.36,2020-01-01
pm-1128,14,4,E,Sim,Ametista,10.0,6.67,5.5,9.17,10.0,9.38,9.71,8.23,2020-01-01
pm-1129,10,2,F,Não,Ametista,10.0,8.0,9.1,9.0,5.0,7.71,7.22,8.04,2020-01-01
pm-1130,11,2,N,Não,Topázio,10.0,9.0,9.7,9.5,6.88,8.33,7.89,8.79,2020-01-01
pm-1131,13,3,B,Não,Ágata,10.0,4.0,8.1,9.58,6.25,7.34,6.54,7.05,2020-01-01
pm-1132,17,6,C,Não,Ágata,5.0,6.17,8.0,7.5,6.25,7.81,8.21,7.13,2020-01-01
pm-1133,17,6,A,Não,Quartzo,5.0,5.83,4.5,0.0,6.25,7.81,7.29,5.43,2020-01-01
pm-1134,13,3,A,Não,Ágata,10.0,4.83,6.7,9.58,7.5,7.97,6.83,7.18,2020-01-01
pm-1136,14,4,E,Não,Ametista,10.0,7.67,7.2,9.58,5.0,7.81,7.63,7.74,2020-01-01
pm-1137,19,8,A,,Topázio,10.0,9.7,10.0,9.58,7.5,0.0,0.0,9.34,2020-01-01
pm-1139,12,2,C,Não,Ametista,5.0,7.5,8.9,6.92,7.5,7.71,7.5,7.49,2020-01-01
pm-1141,13,2,D,Não,Ágata,5.0,6.0,7.0,8.5,7.5,7.81,7.5,6.98,2020-01-01
pm-1142,17,6,A,Não,Quartzo,5.0,3.17,7.0,7.5,6.25,7.19,6.71,5.97,2020-01-01
pm-1145,15,3,J,Não,Ágata,5.0,4.67,6.1,9.17,6.88,8.12,5.78,6.23,2020-01-01
pm-1148,16,4,F,Não,Quartzo,5.0,0.0,1.2,6.67,2.5,5.0,4.54,3.07,2020-01-01
pm-1149,10,0,E,Não,Ágata,5.0,9.0,10.0,9.5,5.62,2.5,4.83,7.03,2020-01-01
pm-1150,9,1,H,Não,Topázio,10.0,9.5,8.8,9.5,7.5,7.92,7.61,8.67,2020-01-01
pm-1156,13,3,B,Não,Ametista,10.0,8.67,9.0,8.33,7.5,7.81,6.92,8.28,2020-01-01
pm-1158,18,8,A,,Ametista,10.0,8.4,10.0,9.58,7.5,0.0,0.0,8.82,2020-01-01
pm-1159,15,3,F,Sim,Topázio,5.0,9.33,9.9,9.17,6.88,8.12,8.94,8.55,2020-01-01
pm-1161,14,3,L,Não,Ágata,5.0,4.67,7.8,10.0,4.38,5.62,6.12,6.22,2020-01-01
pm-1165,13,2,D,Não,Ametista,5.0,9.0,9.9,8.0,7.5,7.5,7.5,8.08,2020-01-01
pm-1166,13,2,E,Não,Quartzo,5.0,4.0,6.3,9.5,5.0,6.25,5.28,5.69,2020-01-01
pm-1167,9,1,F,Não,Ametista,10.0,4.5,8.7,9.5,6.25,8.12,8.0,7.63,2020-01-01
pm-1168,11,1,M,Não,Ametista,5.0,10.0,8.5,7.92,7.5,7.19,7.92,8.04,2020-01-01
pm-1170,9,1,G,Não,Ametista,10.0,9.0,8.3,8.0,7.5,7.19,7.25,8.18,2020-01-01
pm-1171,12,3,C,Sim,Topázio,10.0,8.33,9.5,9.58,6.25,8.75,9.5,8.93,2020-01-01
pm-1172,10,1,D,Não,Ágata,5.0,4.5,5.0,9.5,7.5,7.19,7.25,6.27,2020-01-01
pm-1173,15,5,B,Não,Quartzo,10.0,0.0,2.0,7.92,3.75,6.88,5.83,4.42,2020-01-01
pm-1174,15,5,F,Sim,Ametista,10.0,5.0,7.0,7.08,6.88,8.28,8.83,7.39,2020-01-01
pm-1175,10,1,K,Não,Quartzo,5.0,0.0,5.1,8.5,7.5,7.92,7.28,5.37,2020-01-01
pm-1176,15,5,B,Não,Ametista,10.0,6.33,8.0,8.75,8.75,9.17,8.5,8.23,2020-01-01
pm-1178,13,2,M,Não,Quartzo,5.0,4.25,3.1,8.0,6.88,7.19,7.58,5.69,2020-01-01
pm-1181,10,0,D,Não,Ametista,5.0,10.0,10.0,9.0,5.62,2.5,7.67,7.75,2020-01-01
pm-1187,13,2,G,Não,Ágata,5.0,4.5,8.1,9.0,7.5,8.12,7.89,7.06,2020-01-01
pm-1188,17,7,A,Não,Quartzo,10.0,4.33,1.0,7.92,7.5,7.03,5.75,5.46,2020-01-01
pm-1189,19,8,A,,Topázio,10.0,9.4,10.0,9.58,7.5,0.0,0.0,9.22,2020-01-01
pm-1190,11,2,N,Não,Ametista,10.0,8.0,9.6,8.5,6.88,6.88,6.78,8.1,2020-01-01
pm-1191,12,3,B,Não,Ágata,10.0,3.33,9.5,7.92,4.38,7.66,6.33,6.83,2020-01-01
pm-1193,11,2,L,Não,Ágata,10.0,3.75,6.8,9.0,7.5,7.08,7.22,6.91,2020-01-01
pm-1195,11,2,D,Não,Ametista,10.0,7.0,8.8,8.5,7.5,8.44,7.75,8.15,2020-01-01
pm-1197,16,6,A,Não,Ametista,10.0,5.33,8.8,8.75,6.25,8.44,8.25,7.82,2020-01-01
pm-1198,11,1,K,Não,Ágata,5.0,7.5,5.8,9.0,5.0,7.08,7.61,6.79,2020-01-01
pm-1200,16,6,B,Não,Ametista,10.0,5.83,7.6,7.92,6.25,7.5,8.33,7.52,2020-01-01
pm-1205,9,1,A,Sim,Topázio,10.0,10.0,9.5,7.0,7.5,8.12,9.0,8.96,2020-01-01
pm-1215,10,1,D,Sim,Topázio,5.0,10.0,9.5,10.0,7.5,7.5,9.0,8.7,2020-01-01
pm-1216,18,8,A,,Ágata,10.0,9.4,0.0,9.58,7.5,0.0,0.0,7.22,2020-01-01
pm-1217,13,3,A,Sim,Ametista,10.0,8.0,8.8,8.33,4.38,9.38,9.38,8.44,2020-01-01
pm-1218,17,7,B,Sim,Topázio,10.0,7.5,9.5,9.17,7.5,8.91,9.42,8.84,2020-01-01
pm-1219,13,4,B,Sim,Ametista,10.0,3.83,9.7,8.33,7.5,8.96,8.94,7.97,2020-01-01
pm-1222,17,7,B,Não,Ametista,10.0,7.0,6.6,9.17,6.88,7.34,7.37,7.53,2020-01-01
pm-1223,11,1,R,Sim,Ametista,5.0,9.5,8.6,8.5,7.5,8.75,8.78,8.35,2020-01-01
pm-1225,14,2,P,Não,Quartzo,5.0,0.0,8.0,6.92,7.5,8.54,7.94,5.98,2020-01-01
pm-1226,11,1,R,Não,Ametista,5.0,9.5,8.1,9.5,5.62,8.75,8.61,8.13,2020-01-01
pm-1228,11,2,N,Não,Ametista,10.0,6.5,8.5,6.92,7.5,7.92,6.83,7.6,2020-01-01
pm-1229,9,1,J,Não,Ametista,10.0,8.0,9.2,9.5,5.62,5.21,7.22,7.92,2020-01-01
pm-1230,12,3,L,Não,Ametista,10.0,4.67,9.7,6.25,7.5,8.44,7.38,7.57,2020-01-01
pm-1231,12,2,E,Não,Quartzo,5.0,7.0,7.0,0.0,4.38,6.67,8.0,6.0,2020-01-01
pm-1232,12,2,H,Não,Quartzo,5.0,0.0,8.2,9.5,7.5,7.19,7.25,6.01,2020-01-01
pm-1237,13,2,G,Não,Ágata,5.0,5.5,8.3,7.92,7.5,7.5,7.17,6.99,2020-01-01
pm-1238,8,1,F,Não,Topázio,10.0,10.0,8.8,7.42,7.5,6.88,8.0,8.54,2020-01-01
pm-1241,11,2,G,Não,Quartzo,10.0,0.0,2.1,0.0,7.5,6.88,6.61,4.18,2020-01-01
pm-1244,9,1,B,Não,Topázio,10.0,9.5,8.9,9.5,7.5,8.12,7.75,8.74,2020-01-01
pm-1248,13,3,G,Não,Ametista,10.0,7.67,9.2,9.17,6.88,8.54,8.06,8.44,2020-01-01
pm-1249,14,5,F,Sim,Ametista,10.0,6.0,7.9,9.17,6.25,8.59,9.13,8.01,2020-01-01
pm-1250,13,3,R,Não,Ágata,10.0,3.33,5.0,6.67,7.5,8.12,7.94,6.48,2020-01-01
pm-1251,14,3,M,Não,Ametista,5.0,7.67,6.7,9.17,10.0,7.66,7.79,7.61,2020-01-01
pm-1252,16,6,B,Não,Quartzo,10.0,3.17,6.5,0.0,7.5,7.19,7.0,5.8,2020-01-01
pm-1253,10,0,G,Não,Ametista,5.0,10.0,10.0,8.5,5.62,2.5,6.33,7.43,2020-01-01
pm-1254,12,2,D,Não,Ágata,5.0,8.0,3.5,8.5,6.88,7.81,7.0,6.52,2020-01-01
pm-1256,15,4,A,Não,Quartzo,5.0,0.0,4.6,7.92,7.5,7.92,8.22,5.4,2020-01-01
pm-1257,14,3,M,Não,Ametista,5.0,8.0,6.8,10.0,7.5,7.97,8.17,7.64,2020-01-01
pm-1260,10,1,C,Não,Ametista,5.0,9.0,8.9,9.5,7.5,7.29,7.33,7.98,2020-01-01
pm-1261,15,5,G,Não,Quartzo,10.0,0.67,7.5,7.92,3.12,6.41,5.29,5.44,2020-01-01
pm-1262,15,4,A,Não,Ágata,5.0,2.67,9.0,8.33,7.5,8.12,8.06,6.84,2020-01-01
pm-1264,10,1,H,Não,Ametista,5.0,9.5,8.4,10.0,7.5,7.92,7.44,8.11,2020-01-01
pm-1265,16,4,B,Não,Ametista,5.0,7.67,9.9,8.75,7.5,8.75,8.06,8.12,2020-01-01
pm-1266,12,2,R,Não,Ametista,5.0,7.5,8.7,8.5,5.0,7.29,8.22,7.46,2020-01-01
pm-1270,10,2,E,Não,Ametista,10.0,6.0,6.5,8.5,7.5,7.71,7.89,7.45,2020-01-01
pm-1274,15,4,A,Sim,Ametista,5.0,7.33,8.4,9.17,7.5,8.96,8.67,7.94,2020-01-01
pm-1275,9,1,G,Não,Topázio,10.0,10.0,8.5,10.0,7.5,7.19,7.75,8.72,2020-01-01
pm-1277,13,3,E,Sim,Ametista,10.0,7.67,5.9,7.08,5.0,8.96,9.11,7.64,2020-01-01
pm-1278,9,0,H,Não,Ametista,5.0,10.0,10.0,9.0,7.5,2.5,4.58,7.32,2020-01-01
pm-1281,16,7,A,Sim,Ametista,10.0,6.83,9.1,7.92,7.5,8.28,9.13,8.38,2020-01-01
pm-1282,7,0,A,Não,Ágata,10.0,8.5,8.8,7.92,2.5,2.5,2.75,6.3,2020-01-01
pm-1284,16,5,A,Não,Ágata,5.0,4.33,8.6,8.75,7.5,7.71,6.56,6.79,2020-01-01
pm-1285,8,0,H,Não,Topázio,10.0,9.0,9.9,9.0,7.5,7.81,7.0,8.61,2020-01-01
pm-1287,10,0,A,Não,Ágata,5.0,8.5,10.0,8.5,7.5,2.5,5.58,7.17,2020-01-01
pm-1288,16,6,B,Não,Ágata,10.0,6.0,7.8,0.0,7.5,7.19,7.5,6.73,2020-01-01
pm-1289,12,2,L,Não,Ágata,5.0,3.0,7.1,8.5,7.5,6.67,6.67,6.12,2020-01-01
pm-1290,18,8,A,,Ágata,10.0,9.0,0.0,8.33,8.75,0.0,0.0,7.18,2020-01-01
pm-1291,9,1,K,Não,Ametista,10.0,10.0,6.9,6.92,7.5,7.29,7.5,8.05,2020-01-01
pm-1292,11,2,P,Não,Topázio,10.0,9.0,9.4,10.0,7.5,8.75,8.22,8.95,2020-01-01
pm-1293,12,2,C,Não,Quartzo,5.0,0.0,1.1,0.0,7.5,7.71,8.06,3.85,2020-01-01
pm-1294,16,6,B,Não,Quartzo,10.0,0.0,2.8,7.92,5.0,6.25,5.08,4.49,2020-01-01
pm-1296,10,1,A,Não,Ágata,5.0,5.75,8.7,8.5,5.62,5.94,7.25,6.85,2020-01-01
pm-1297,18,7,B,Não,Ágata,5.0,5.67,8.3,7.92,6.88,7.5,7.79,7.08,2020-01-01
pm-1298,8,0,F,Não,Topázio,10.0,9.0,9.9,9.5,7.5,7.5,6.58,8.55,2020-01-01
pm-1299,14,6,A,Não,Ametista,10.0,5.17,8.5,7.92,7.5,8.28,8.58,7.82,2020-01-01
pm-1302,11,1,R,Não,Quartzo,5.0,0.0,0.9,8.0,7.5,7.08,6.94,4.33,2020-01-01
pm-1303,13,2,H,Não,Ágata,5.0,3.0,7.9,9.0,4.38,5.0,8.5,6.22,2020-01-01
pm-1309,17,7,A,Não,Ametista,10.0,6.83,8.0,7.5,7.5,8.12,8.04,7.89,2020-01-01
pm-1313,14,3,H,Não,Quartzo,5.0,2.17,5.2,8.33,5.0,7.5,5.67,5.19,2020-01-01
pm-1315,12,2,B,Não,Quartzo,5.0,4.5,6.9,8.0,5.0,3.75,6.0,5.66,2020-01-01
pm-1316,10,0,B,Não,Topázio,5.0,10.0,10.0,9.5,7.5,7.5,7.75,8.5,2020-01-01
